Mass,Radius,Lambda,K2,C,Id
0.0031790764912816806,49.999,-6.529122496922041e+16,-0.0007138829385473841,9.387202474858405e-05,1874
0.0033426865925171847,49.999,1.6964412351620756e+16,0.00023838801400196535,9.870311689575843e-05,1874
0.0035147336010264677,49.999,7473151337949732.0,0.0001349687239339119,0.00010378333471530263,1874
0.003695302398951012,49.999,5.166059596296695e+16,0.0011986065039128098,0.0001091151846138753,1874
0.0038850116725424487,49.999,-7915031761235302.0,-0.00023587482994081194,0.00011471693520856814,1874
0.004084534473258898,49.999,8188323733747328.0,0.0003134549496493542,0.0001206084604166358,1874
0.0042944089175280765,49.999,1.2584901394987406e+16,0.0006189193991944348,0.0001268056497829693,1874
0.004513410685589206,49.999,1.0538432630903952e+16,0.0006646110927515819,0.0001332723514958085,1874
0.00474069704366106,49.999,9036427230747966.0,0.0007285763437781852,0.00013998368124469883,1874
0.004976321948914752,49.999,-1.6434864118843496e+16,-0.0016887904518011559,0.0001469412322813019,1874
0.005219496589571638,49.999,-7984293585023136.0,-0.0010414702932770403,0.00015412171250836563,1874
0.005469332660662002,49.999,-4.1439950482772134e+17,-0.06829017445291244,0.0001614988919857391,1874
0.005731031545480964,49.999,6557849047507804.0,0.0013651887747880218,0.00016922635757512426,1874
0.006009823512483707,49.999,2.4559507779401476e+16,0.0064832915059604285,0.00017745854906153823,1874
0.006312988819641829,49.999,4981745506895905.0,0.0016819920430236912,0.00018641043848430133,1874
0.0066487362453703635,49.999,6509001760093891.0,0.0028475883769999415,0.0001963244153086073,1874
0.0070127200763867095,49.999,5226396189436910.0,0.0029847100319583737,0.00020707215896528024,1874
0.007391845739518333,49.999,-3.25765954149823e+16,-0.024206804763161806,0.0002182670118509895,1874
0.0077799332178983245,49.999,5099034498442747.0,0.004893669031941144,0.00022972648993369984,1874
0.008175121592387723,49.999,1.155396168925843e+16,0.014205918724043339,0.00024139564384432666,1874
0.008579870460013617,49.999,2924433680785434.0,0.00457838942305023,0.0002533471007604896,1874
0.008999414333641037,49.999,5440066192466086.0,0.010812913241427163,0.00026573542579647893,1874
0.009435063127773993,49.999,4950281530229712.0,0.012462961351183308,0.0002785992982124749,1874
0.009884344594238835,49.999,2960930664831446.5,0.009406648678677536,0.00029186571726679103,1874
0.010341437160005311,49.999,1635379997554074.2,0.006513140792460757,0.00030536278308565263,1874
0.010806325286053893,49.999,2431286292923425.0,0.012064062579468213,0.0003190900368316489,1874
0.011294400527942044,49.999,2101230280190118.0,0.013003398532565984,0.0003335019615875783,1874
0.011823101717924486,49.999,1488693482798416.5,0.011580564111687421,0.0003491134925862014,1874
0.012413552187161272,49.999,1057009696580286.1,0.010491235634640269,0.0003665483612384692,1874
0.01308500448930008,49.999,1079752632908332.0,0.01394636251444187,0.0003863750584874104,1874
0.013819396694759935,49.999,701796399586758.1,0.011910331589890594,0.00040806025023260836,1874
0.014579768283680718,49.999,513125261599661.3,0.011382661032711123,0.00043051256328925815,1874
0.015344338931452354,49.999,411008234957978.2,0.01177222992216185,0.0004530888664913004,1874
0.016104666829119242,49.999,304894301594630.75,0.011121806349497413,0.00047553988942911285,1874
0.016869876964637473,49.999,249325270127986.38,0.011470785865266425,0.0004981350754764529,1874
0.017662280963174338,49.999,205372079886358.6,0.011886189361407555,0.0005215332440847019,1874
0.018499392314018086,49.999,167551174874907.84,0.012223683268943079,0.000546251534965474,1874
0.019387097994594232,49.999,140184628125110.6,0.012928011199749484,0.0005724637792587552,1874
0.020328344428336396,49.999,116736418211047.44,0.013645319671327458,0.0006002569791912108,1874
0.02132309258448624,49.999,95455339063032.66,0.01416832420289183,0.0006296299822594885,1874
0.02237212225967122,49.999,78439925134349.33,0.014802681293826706,0.0006606058143607358,1874
0.023476866873623787,49.999,63056955588773.73,0.015142618594719862,0.0006932268016273902,1874
0.024641578453921946,49.999,50794521318474.36,0.0155391331869607,0.0007276184982696537,1874
0.025863548609866317,49.999,41322317092830.48,0.01610247095308587,0.0007637009307104646,1874
0.027120604362989426,49.999,32862623793026.664,0.01623552547786619,0.000800819373469276,1874
0.028388973221598283,49.999,26673321650026.586,0.01656123905575911,0.0008382718705111645,1874
0.029645883283920146,49.999,21889043638619.605,0.016877808602326665,0.0008753860113003513,1874
0.030869989632326046,49.999,18615469145048.613,0.017572101456245822,0.000911531521402919,1874
0.0320699165471988,49.999,16160380993732.236,0.018458994594982018,0.0009469630592593783,1874
0.03328011671802437,49.999,14225460568485.51,0.019555000804854963,0.0009826979466387878,1874
0.034539303710359785,49.999,12662914634900.514,0.020958918482978893,0.0010198793207994174,1874
0.03589606239170037,49.999,11268899689989.98,0.022614285367219582,0.0010599417995922169,1874
0.037375628373210255,49.999,9952710971706.695,0.02444281411914757,0.0011036305421608058,1874
0.038900357937132334,49.999,8794308197055.605,0.026377702570396476,0.0011486528786009357,1874
0.04040326231639792,49.999,7745702022713.086,0.028080850000278323,0.0011930307592439696,1874
0.0420029490513242,49.999,6726549639613.539,0.029611374531863122,0.0012402664370210845,1874
0.0438947383702083,49.999,5689056465203.587,0.031215469150817663,0.0012961273432460238,1874
0.04615018545663661,49.999,4676102198480.587,0.03296237876918091,0.0013627263650993675,1874
0.04869442910395634,49.999,3761234295172.7715,0.034673212253588576,0.0014378529948871704,1874
0.0514094606049316,49.999,3005243627475.6973,0.03633810029196992,0.0015180226620693474,1874
0.05413358631913311,49.999,2422720225500.2554,0.03792316382661322,0.0015984608639065994,1874
0.05669247277698964,49.999,1976360747501.4895,0.03897270220127217,0.00167401986777438,1874
0.05907307737987346,49.999,1611745090385.932,0.03904016397494953,0.0017443145507778732,1874
0.061304112083998184,49.999,1315258216645.2598,0.038346555096733126,0.0018101927218551954,1874
0.06343960678905637,49.999,1081212487826.9615,0.037409401808040234,0.0018732497802032547,1874
0.06554142102494166,49.999,899762285459.7228,0.03664159327105899,0.0019353123189653858,1874
0.06768506510074432,49.999,760128410066.2909,0.036359551523917316,0.0019986100125841937,1874
0.06995311802819887,49.999,648974200144.6931,0.036604132239741155,0.0020655812607189867,1874
0.07243224085238566,49.999,558214715016.2878,0.03747383888737282,0.0021387849976359985,1874
0.07525070771418284,49.999,480724897833.80414,0.03905861664379581,0.002222008912420453,1874
0.07843216109028388,49.999,414960333708.53015,0.041471026980893125,0.0023159511220139754,1874
0.08175298773729565,49.999,360536427839.6597,0.04433376513950746,0.002414008756691513,1874
0.08512715363969635,49.999,315066498439.5406,0.04742529993056165,0.0025136413971657565,1874
0.08855173535589546,49.999,275445659434.2538,0.05049967856631325,0.0026147627198197408,1874
0.09198865051102188,49.999,241075897811.602,0.05346780182792915,0.0027162482252442227,1874
0.09541878875631984,49.999,210380419135.3503,0.056032772375930996,0.00281753362153359,1874
0.09883861722234097,49.999,183394617008.77066,0.0582488273610933,0.002918514589836376,1874
0.10220331075401257,49.999,160252123490.76773,0.060172203230288206,0.003017867529390572,1874
0.10554241540043767,49.999,140191413290.41898,0.061819267871598124,0.0031164648782958074,1874
0.10880773761134843,49.999,123214176981.8015,0.06327423166753321,0.003212883573547502,1874
0.11201315431933412,49.999,108725256051.45212,0.06455693062912601,0.0033075333743203825,1874
0.11514221712654506,49.999,96426310071.73857,0.06571065332063833,0.0033999285910079674,1874
0.11816270208055904,49.999,86091644777.29456,0.06677753312611037,0.003489117712167369,1874
0.12115424013706906,49.999,77072640156.56421,0.06774240718440691,0.0035774520870234523,1874
0.12400238840535069,49.999,69666013299.69522,0.06877625238602329,0.003661552436751112,1874
0.12679308129678324,49.999,63131908074.052376,0.06966168806016024,0.003743956239518575,1874
0.12944195554787746,49.999,57612570392.780624,0.07049525359358749,0.0038221724101380984,1874
0.1320161055213777,49.999,52815012801.78511,0.07131145081473929,0.0038981821163158706,1874
0.13445370694386788,49.999,48760390982.164246,0.07214369461026891,0.003970159805964643,1874
0.13679757772979467,49.999,45189114324.271286,0.07289423202866722,0.004039369809884774,1874
0.1390173853499881,49.999,42063567589.5511,0.0735392137947614,0.004104916466730354,1874
0.14111815986226123,49.999,39415591026.02304,0.07427623217664572,0.004166948304450558,1874
0.14309799283352032,49.999,37088972422.45827,0.07493415427074311,0.004225408970680444,1874
0.14496081137777048,49.999,35037386191.31634,0.07551827379214944,0.004280414425556264,1874
0.1467163971885367,49.999,33190403850.661587,0.07597541902311211,0.004332253503706305,1874
0.14834398821433345,49.999,31604024888.311657,0.07644682401777178,0.004380313141614724,1874
0.1498462168083819,49.999,30198172082.702484,0.07682045363656734,0.004424671067617849,1874
0.15126828229719846,49.999,28938796208.038727,0.07717686559820955,0.004466661931041987,1874
0.15258635789597047,49.999,27803810167.63798,0.07743729026756152,0.004505582172680636,1874
0.15376899953909642,49.999,26827461406.198635,0.07765882597419334,0.004540503309651286,1874
0.1548857558294024,49.999,25950698175.994022,0.07788857205147184,0.004573478978657438,1874
0.15589872331675012,49.999,25161710776.91155,0.07802257110690684,0.0046033899635936565,1874
0.1568094445007932,49.999,24470776893.73983,0.07812250083384226,0.004630281811513015,1874
0.15766537760493288,49.999,23821761037.59372,0.07814889441934308,0.004655555872629593,1874
0.15842756845642397,49.999,23259947621.455647,0.0781681465015604,0.004678061905016839,1874
0.15912059872941678,49.999,22745671401.145554,0.07812644810883702,0.004698525758313955,1874
0.15974887485438002,49.999,22285289608.07962,0.07806828171180306,0.004717077545952042,1874
0.16031424990025672,49.999,21859529933.072742,0.07794149890999502,0.004733771985498973,1874
0.16082367224090618,49.999,21485928388.85974,0.07783434856454717,0.0047488142490934694,1874
0.1612836390789997,49.999,21130537599.35319,0.07764784632884283,0.004762396186655355,1874
0.1616931580544845,49.999,20792677562.915035,0.0773812844188723,0.0047744884956976655,1874
0.16205923975069186,49.999,20498641105.436977,0.07715451687212756,0.004785298185285388,1874
0.16238412969359792,49.999,20228985831.53315,0.07690583973558482,0.0047948915614890375,1874
0.16265984499521025,49.999,19965002998.581955,0.0765488108516854,0.004803032904953875,1874
0.16291320782154814,49.999,19733247625.15736,0.07625131537140703,0.0048105142227421035,1874
0.16312332085463518,49.999,19464264406.603634,0.07569820210113407,0.004816718457178122,1874
0.16329636858496044,49.999,19243143701.77122,0.0752360447153916,0.004821828224391439,1874
0.16342173134231466,49.999,19015861741.7992,0.07463324856051745,0.004825529945911251,1874
0.16352491981837874,49.999,18804008300.096985,0.07403506409786755,0.0048285769034806655,1874
0.16359065653654933,49.999,18585882057.650673,0.07332346026491456,0.004830517982549358,1874
0.1635571883718454,49.999,18382151188.85237,0.07244556653922117,0.00482952973190676,1874
0.16351363103443148,49.999,18163375039.479027,0.07148808479692607,0.00482824356736592,1874
0.16339650885234117,49.999,17964716844.488678,0.0704533324564216,0.004824785174211197,1874
0.16323779731256366,49.999,17735481881.85511,0.06921718303586537,0.0048200987271783124,1874
0.1630205596644783,49.999,17521951442.73417,0.06793000860268822,0.0048136841165411295,1874
0.16281730619546864,49.999,17258971629.327217,0.06649439493278239,0.004807682431861496,1874
0.16254938579823555,49.999,16994783173.361485,0.0649395971878535,0.0047997712569562406,1874
0.1622806430123769,49.999,16701012812.690939,0.06329125490984625,0.004791835798493914,1874
0.16195900476850483,49.999,16421712759.602913,0.061618517680373304,0.004782338438719258,1874
0.16168172857844268,49.999,16109255725.46717,0.05993044360882341,0.004774151005215507,1874
0.16141474692061916,49.999,15779122899.209578,0.05821919614376563,0.004766267549482573,1874
0.16111350695217475,49.999,15493071249.955967,0.05663234845266013,0.004757372511615248,1874
0.16083810870004073,49.999,15222534477.327526,0.055169500573388056,0.004749240530012749,1874
0.16053680637490741,49.999,14998577915.902145,0.05385059142917187,0.004740343650872128,1874
0.16027364660748997,49.999,14818343349.10805,0.05276883947558813,0.004732573048224601,1874
0.15997264280839502,49.999,14696228385.700441,0.05184439234340094,0.004723684983984704,1874
0.1596253494074413,49.999,14618643713.314651,0.05101333122522627,0.004713430076681042,1874
0.15929921541138797,49.999,14613729765.34206,0.050477350872145006,0.004703799965976618,1874
0.15891835385678524,49.999,14632165880.312508,0.04993973151767941,0.0046925538555487945,1874
0.15850585930752428,49.999,14688397321.577929,0.04948440065600566,0.004680373683526174,1874
0.1580466694292647,49.999,14741502317.11863,0.04894809389639429,0.004666814688096371,1874
0.15758026345397225,49.999,14785320347.12598,0.04837345953286299,0.004653042615176574,1874
0.15704154878209947,49.999,14784397607.889202,0.04754926199772029,0.004637135405284283,1874
0.15648062834319612,49.999,14758039088.735363,0.04662285465308597,0.004620572501728134,1874
0.1558863421028299,49.999,14753932546.233126,0.045731497595687204,0.004603024370119349,1874
0.15529229280131315,49.999,14714801205.793718,0.044747750510651316,0.0045854832348598525,1874
0.15463916438886255,49.999,14742289823.190886,0.04389648184861953,0.004566197606890313,1874
0.153987724569504,49.999,14739042060.892262,0.042970169260235405,0.004546961839832571,1874
0.15328592916908676,49.999,14728523808.821611,0.04196990374527264,0.004526239169152241,1874
0.15259647944037952,49.999,14697298315.063498,0.04094749872279295,0.004505881042452994,1874
0.15184390905488426,49.999,14636330451.794323,0.03978197890420993,0.004483659083954669,1874
0.1510947029786473,49.999,14588111970.909616,0.038682326177893134,0.004461536467049043,1874
0.15032926748699776,49.999,14480869745.185898,0.037435156380840655,0.004438934626667845,1874
0.14952234770905987,49.999,14357034321.387175,0.03612955180539372,0.004415107834965147,1874
0.14872020104179556,49.999,14193897048.980196,0.034771127089718294,0.004391421984055952,1874
0.14793438651735033,49.999,14013458947.072784,0.033431689071513664,0.004368218389965399,1874
0.14710991118123767,49.999,13845892213.350727,0.03212165483271355,0.004343873216337645,1874
0.14628909543078936,49.999,13666764860.158993,0.030831367860999548,0.004319636103247909,1874
0.1454481379136941,49.999,13486670723.757486,0.02956057521054764,0.004294804242462626,1874
0.14461775524873022,49.999,13296243468.046381,0.028320723104505622,0.0042702846367563595,1874
0.14378185680852504,49.999,13180152810.354677,0.02727144706071201,0.004245602160797876,1874
0.14291989008304218,49.999,13081967588.262285,0.02626659238813189,0.004220149938427988,1874
0.1420501790249147,49.999,12975721478.1668,0.02527014536191144,0.004194469040784741,1874
0.14119421501271523,49.999,12910080689.991297,0.024393873709860233,0.004169194067012502,1874
0.14032440988503395,49.999,12851196517.33498,0.02354382308261632,0.004143510391675949,1874
0.1394452797584408,49.999,12813738495.756977,0.02274899653038253,0.0041175513670261505,1874
0.13857933416636248,49.999,12785090877.172901,0.022002066314380838,0.004091981656365389,1874
0.13767810300772224,49.999,12789948108.256975,0.02130396539276173,0.004065370030674695,1874
0.13679226764094723,49.999,12772534125.694975,0.020599283518271592,0.004039213013156834,1874
0.13591861658946774,49.999,12766704355.693914,0.019940719629011023,0.004013415775074952,1874
0.13493560151171674,49.999,12754162964.11982,0.019211090015080246,0.003984389227283498,1874
0.1338331778212337,49.999,12720864165.326767,0.018390894993010283,0.003951836772430571,1874
0.13261787164425753,49.999,12645829201.674967,0.017467263778287785,0.003915951114493407,1874
0.13149895194903677,49.999,12503107095.41707,0.016553761999504375,0.003882911564294005,1874
0.1304298453489617,49.999,12361047358.169212,0.015711131558067068,0.003851342899149789,1874
0.12937433586638555,49.999,12250804711.133204,0.014951080576259962,0.0038201757307779424,1874
0.12835306863690857,49.999,12354742527.736666,0.014492131900808008,0.0037900196703927044,1874
0.12735419499250028,49.999,12492557015.849165,0.014092398435071943,0.0037605248495773676,1874
0.12634652833585674,49.999,12492939771.55821,0.013544048813843516,0.003730770387993894,1874
0.1254170220614085,49.999,12020922541.656437,0.012559938697227194,0.003703323852423499,1874
0.12455630477176269,49.999,11271987446.310991,0.011378797588629835,0.003677908523494879,1874
0.12375785440011983,49.999,10429105491.087255,0.010194788383614593,0.0036543318170982496,1874
0.12306343732336578,49.999,9780816534.018602,0.009295818113611075,0.0036338270141488193,1874
0.12246146397295482,49.999,9476718739.276155,0.008788657179707947,0.0036160518969401796,1874
0.12196322445973799,49.999,8717746859.115702,0.007921657125862453,0.003601339840767993,1874
0.12158792763877678,49.999,7509560415.183747,0.00671945570776779,0.003590258046239944,1874
0.1215027770440769,49.999,6509190159.291957,0.00580397159653982,0.0035877437126732793,1874
0.12160135703600315,49.999,5422648476.185809,0.004854794577791465,0.0035906545905546997,1874
0.12217362217145483,49.999,4476457992.2729645,0.004102882325588926,0.0036075524812173476,1874
0.12308550140214236,49.999,3212699575.035216,0.0030561306029797215,0.0036344785240305885,1874
0.12463152487636801,49.999,2234625735.5571713,0.00226262008374624,0.0036801296287562553,1874
0.1270248685538383,49.999,1384955639.9628377,0.0015422221356230852,0.003750800472172413,1874
0.13042920226756397,49.999,665517024.5660261,0.0008458642266051176,0.0038513239101908726,1874
0.13498627553327439,49.999,267015988.06156307,0.0004029513712369811,0.003985885533842594,1874
0.1408750598500497,40.984,111657231.41413909,0.0005637150096616736,0.005074769217813826,1874
0.14833085140186106,34.184,55723723.34817168,0.0009018972569600266,0.0064062684856383625,1874
0.1575099732771755,29.121,30470078.63946739,0.0014840766514392708,0.00798542986483289,1874
0.16876349716683758,25.279,17691702.36405448,0.0024685199807840926,0.009856328116068588,1874
0.18234421836650022,22.325,10674923.912820647,0.0040826422756167855,0.012058604635621037,1874
0.1985350995368712,20.035,6563118.908514617,0.006598176347427935,0.014630005094786909,1874
0.21776776703150807,18.252,3975576.9208698543,0.010113226639042057,0.017614878990023366,1874
0.24034347985985693,16.865,2376948.637270367,0.014700214917775714,0.02103984449189263,1874
0.26659478863192065,15.771,1429825.9642082225,0.020764390540571095,0.02495680295439503,1874
0.2969239636124772,14.924,851867.4661545772,0.02794125873627166,0.029373556619423733,1874
0.3315682106862457,14.263,505699.1732400966,0.036122362838927495,0.03432088907321838,1874
0.3707900741835069,13.752,299912.0912173207,0.044965460545196054,0.03980693708034934,1874
0.414840587751928,13.357,177734.85764359403,0.054039096014741016,0.045853114643213455,1874
0.46372405190382865,13.056,106011.9054408207,0.06304867053445981,0.05243798641997689,1874
0.5175049055871513,12.829,63433.32299245942,0.07128525080257982,0.05955499493147848,1874
0.5759728137349334,12.659,38334.171334580475,0.07864532202024023,0.06717367539275203,1874
0.6390115749875152,12.535,23394.262490422356,0.08474326294990785,0.07526289385251961,1874
0.7054928143170155,12.445,14527.079860653905,0.08948303027019919,0.08369397981737582,1874
0.7700054223712851,12.385,9450.493784679205,0.09236708832856523,0.09178977361811418,1874
0.8312139180474868,12.341,6441.385191844229,0.09394321777746079,0.09943951110421631,1874
0.88880986041213,12.306,4571.987508516486,0.09454502726652617,0.10663222698995113,1874
0.942702689048856,12.277,3353.4303548635044,0.09418367481440305,0.11336500623746708,1874
0.9928476221491285,12.247,2530.888292851658,0.09324193503936778,0.11968766886057708,1874
1.0393056269912677,12.215,1958.4595750973922,0.09188350179137328,0.12561639727759166,1874
1.0822055367888754,12.181,1547.6085760151186,0.09012993533116495,0.13116662213903085,1874
1.121724382503287,12.146,1248.8131195777703,0.08827460015628565,0.1363482001577646,1874
1.1579830622876779,12.107,1022.7299993513305,0.08613173754279836,0.14120893930903222,1874
1.1910936921829016,12.065,850.6374462662163,0.083928870673257,0.14575220197517627,1874
1.2212770930013743,12.02,717.7815165677063,0.08177393164105388,0.15000518462345572,1874
1.248606867011263,11.97,611.2227409711215,0.07942024777466987,0.15400261484998437,1874
1.273424878649539,11.92,527.7732415313859,0.07726923847744571,0.15772248141762488,1874
1.2956833192885584,11.865,458.7055449039415,0.07494859667210477,0.1612232424751819,1874
1.3156835315483226,11.809,403.3565642796363,0.0728542009585717,0.1644882356435442,1874
1.3334191272321998,11.75,357.2673983590487,0.07074754063703485,0.16754263449935505,1874
1.3490980784919353,11.689,319.1599964643117,0.06877223952281582,0.17039729307053392,1874
1.3629500731336404,11.627,286.6323568630536,0.06675141538337152,0.17306482239007906,1874
1.3749569329924485,11.563,259.2874331478626,0.06485570823750254,0.17555576504997505,1874
1.3857178104385814,11.494,234.56081853200018,0.06285609393700715,0.1779918562723069,1874
1.4079591619743508,11.326,187.16939156510657,0.058462343896786596,0.1835312519466812,1874
1.4299524050601897,11.157,149.27063394800288,0.054314903781472315,0.18922158484551488,1874
1.451505789367833,10.997,119.89592558846873,0.050536021814151295,0.19486824483266316,1874
